"id","score","title","summary","venue","year","authors","citationCount","referenceCount","influentialCitationCount","url"
"3ca6eb7b69da71899ff2d20d6a65f3e668b97312",1,"IIITT@LT-EDI-EACL2021-Hope Speech Detection: There is always hope in Transformers","This paper portrays the work for the Shared Task on Hope Speech Detection for Equality, Diversity, and Inclusion at LT-EDI 2021- EACL 2021 and works with several transformer-based models to classify social media comments as hope speech or not hope speech in English, Malayalam, and Tamil languages.","LTEDI",2021,"Karthik Puranik,Adeep Hande,R. Priyadharshini,Sajeetha Thavareesan,Bharathi Raja Chakravarthi",42,56,1,"https://www.semanticscholar.org/paper/3ca6eb7b69da71899ff2d20d6a65f3e668b97312"
"87bca71f182bdb942adbe3f6898894cadef6776e",1,"CodemixedNLP: An Extensible and Open NLP Toolkit for Code-Mixing","CodemixedNLP is an open-source library that consists of tools to develop and benchmark versatile model architectures that are tailored for mixed texts, methods to expand training sets, techniques to quantify mixing styles, and fine-tuned state-of-the-art models for 7 tasks in Hinglish.","CALCS",2021,"Sai Muralidhar Jayanthi,Kavya Nerella,Khyathi Raghavi Chandu,A. Black",3,35,0,"https://www.semanticscholar.org/paper/87bca71f182bdb942adbe3f6898894cadef6776e"
"972793927b9b1dd0805ee36b24f37c7f2c3ba691",1,"Combining formal and machine learning techniques for the generation of JML specifications","It is shown how to generate JML annotations using a combination of 1) automatic generation of minimal predicates, 2) Natural Language Processing (NLP) based predicates generator, and 3) manual refinement and correction, to instrument and enhance code and documentation.","FTfJP@ECOOP",2021,"A. Puccetti,G. de Chalendar,Pierre-Yves Gibello",0,22,0,"https://www.semanticscholar.org/paper/972793927b9b1dd0805ee36b24f37c7f2c3ba691"
"82d9823db8d3ab364f04f51914919e0a7c6b9b44",1,"Character-Level Syntax Infusion in Pre-Trained Models for Chinese Semantic Role Labeling","The Character-Level Syntax-Infused network for Chinese SRL is proposed, which effectively incorporates the syntactic information between Chinese characters into pre-trained models and achieves state-of-the-art results.","Int. J. Mach. Learn. Cybern.",2021,"Yuxuan Wang,Zhilin Lei,Wanxiang Che",0,83,0,"https://www.semanticscholar.org/paper/82d9823db8d3ab364f04f51914919e0a7c6b9b44"
"e6a6c7c1e231e745021d2312f7f88f3ea24bcba8",1,"Benchmarking Multi-Task Learning for Sentiment Analysis and Offensive Language Identification in Under-Resourced Dravidian Languages","Analysis of fine-tuned models indicates the preference of multi-task learning over single- task learning resulting in a higher weighted F1-score on all three languages, including Kannada, Malayalam and Tamil.","ArXiv",2021,"Adeep Hande,Siddhanth U Hegde,R. Priyadharshini,R. Ponnusamy,P. Kumaresan,Sajeetha Thavareesan,Bharathi Raja Chakravarthi",17,123,1,"https://www.semanticscholar.org/paper/e6a6c7c1e231e745021d2312f7f88f3ea24bcba8"
"d85d0c5d218b22366abd2bd4ee35df179dda1d85",1,"CancerBERT: a BERT model for Extracting Breast Cancer Phenotypes from Electronic Health Records","The developed and evaluated cancer domain pre-trained CancerBERT models that are able to extract comprehensive collections of breast cancer related phenotypes and validated that using customized vocabulary may further improve the performances of domain specific BERT models in clinical NLP tasks.","ArXiv",2021,"Sicheng Zhou,Liwei Wang,Nan Wang,Hongfang Liu,Rui Zhang",1,46,0,"https://www.semanticscholar.org/paper/d85d0c5d218b22366abd2bd4ee35df179dda1d85"
"c0cd91d975df23ae3d7c088c4ddd375271dfe17c",1,"Imposing Relation Structure in Language-Model Embeddings Using Contrastive Learning","A novel contrastive learning framework is proposed that trains sentence embeddings to encode the relations in a graph structure to achieve state-of-the-art results on the relation extraction task using only a simple KNN classifier.","CONLL",2021,"Christos Theodoropoulos,J. Henderson,Andrei Catalin Coman,Marie-Francine Moens",0,40,0,"https://www.semanticscholar.org/paper/c0cd91d975df23ae3d7c088c4ddd375271dfe17c"
"395000b02848b666ebd2433c93127fac5113df9f",1,"BERT Cannot Align Characters","It is shown that the closer two languages are, the better BERT can align them on the character level, and the similarity matrices for natural languages show weaker relations the further apart two language are.","INSIGHTS",2021,"Antonis Maronikolakis,Philipp Dufter,Hinrich Schütze",0,26,0,"https://www.semanticscholar.org/paper/395000b02848b666ebd2433c93127fac5113df9f"
"705554c3532b7be9c1eb7c993132ffb940282e1b",1,"Low Frequency Names Exhibit Bias and Overfitting in Contextualizing Language Models","It is found that infrequent names are more self-similar across contexts, indicating that models rely on less context-informed representations of uncommon and minority names which are overfit to a lower number of observed contexts.","Conference on Empirical Methods in Natural Language Processing",2021,"Robert Wolfe,Aylin Caliskan",17,50,0,"https://www.semanticscholar.org/paper/705554c3532b7be9c1eb7c993132ffb940282e1b"
"11a583c33887e8fc16c0ee8c458fad92d5641dd5",1,"Switch Point biased Self-Training: Re-purposing Pretrained Models for Code-Switching","This work proposes a self training method to repurpose the existing pretrained models using a switch-point bias by leveraging unannotated data and demonstrates that this approach performs well on both sequence labeling tasks.","Conference on Empirical Methods in Natural Language Processing",2021,"P. Chopra,Sai Krishna Rallabandi,A. Black,Khyathi Raghavi Chandu",4,41,0,"https://www.semanticscholar.org/paper/11a583c33887e8fc16c0ee8c458fad92d5641dd5"
"597b1387f721fa8f7524b257aca920c7d373ed48",1,"Using Distributional Principles for the Semantic Study of Contextual Language Models","This article focuses on semantic similarity properties for English by exploiting the distributional principle of substitution as a probing mechanism in the controlled context of SemCor and WordNet paradigmatic relations and proposes to adapt the same method to a more open setting for characterizing the differences between static and contextual language models.","PACLIC",2021,"Olivier Ferret",0,48,0,"https://www.semanticscholar.org/paper/597b1387f721fa8f7524b257aca920c7d373ed48"
"9424d98d7805574661da1adf4f8bc682be5714da",1,"Rethinking the Authorship Verification Experimental Setups","Improve the experimental setup by proposing new public splits over the PAN dataset, designed to isolate and identify biases related to the text topic and to the author’s writing style, and evaluates several BERT-like baselines on these splits, showing that such models are competitive with state-of-the-art methods.","",2021,"Florin Brad,Andrei Manolache,Elena Burceanu,Antonio Bărbălău,Radu Tudor Ionescu,M. Popescu",0,25,0,"https://www.semanticscholar.org/paper/9424d98d7805574661da1adf4f8bc682be5714da"
"a3d24d9d8ca41a0b87957819a7a9095d1cdb8c15",1,"Transferring BERT-like Transformers' Knowledge for Authorship Verification","This work studies the effectiveness of several BERT-like transformers for the task of authorship verification and shows that those splits can enhance the models’ capability to transfer knowledge over a new, significantly different dataset.","ArXiv",2021,"Andrei Manolache,Florin Brad,Elena Burceanu,Antonio Bărbălău,R. Ionescu,M. Popescu",3,33,1,"https://www.semanticscholar.org/paper/a3d24d9d8ca41a0b87957819a7a9095d1cdb8c15"
"cdc71d86bb0b822d73a8359338db0492a2c89b89",1,"Gated Character-aware Convolutional Neural Network for Effective Automated Essay Scoring","The experimental results show that the proposed GCCNN model outperforms the baseline deep learning models and the qualitative analysis demonstrates the importance of character-level information for tackling the out-of-vocabulary problem in grading essays.","WI/IAT",2021,"Huanyu Bai,Zhilin Huang,Anran Hao,S. C. Hui",0,26,0,"https://www.semanticscholar.org/paper/cdc71d86bb0b822d73a8359338db0492a2c89b89"
"b42e3a759348f27cca2f918a6bd0b139a5312e44",1,"A Survey of Pretrained Language Models Based Text Generation","This survey presents the recent advances achieved in the topic of PLMs for text generation and introduces three key points of applying PLMs to text generation: how to encode the input data as representations preserving input semantics which can be fused into PLMs.","ArXiv",2022,"Junyi Li,Tianyi Tang,Wayne Xin Zhao,J. Nie,Ji-rong Wen",11,237,0,"https://www.semanticscholar.org/paper/b42e3a759348f27cca2f918a6bd0b139a5312e44"
"0826af7c0f221878a142dd1681a63adb3f7e4569",1,"RoCBert: Robust Chinese Bert with Multimodal Contrastive Pretraining","RoCBert is a pretrained Chinese Bert that is robust to various forms of adversarial attacks like word perturbation, synonyms, typos, etc, and is pretrained with the contrastive learning objective which maximizes the label consistency under different synthesized adversarial examples.","ACL",2022,"Hui Su,Weiwei Shi,Xiaoyu Shen,Zhou Xiao,Tuo Ji,Jiarui Fang,Jie Zhou",2,50,0,"https://www.semanticscholar.org/paper/0826af7c0f221878a142dd1681a63adb3f7e4569"
"04bc7d5ac048133a1aaead7ab1e8021b055359c4",1,"Design principles of an open-source language modeling microservice package for AAC text-entry applications","MzoLM, an open-source language model microservice package intended for use in AAC text-entry applications, is presented, with a particular focus on the design principles of the library.","SLPAT",2022,"Brian Roark,Alexander Gutkin",0,78,0,"https://www.semanticscholar.org/paper/04bc7d5ac048133a1aaead7ab1e8021b055359c4"
"d5c2119aec38b8e8e154ec2bf0106dfac1ecc80f",1,"Building Static Embeddings from Contextual Ones: Is It Useful for Building Distributional Thesauri?","This article proposes a new method for building word or type-level embeddings from contextual models that combines the generalization and the aggregation of token representations and evaluates it for a large set of English nouns from the perspective of the building of distributional thesauri for extracting semantic similarity relations.","LREC",2022,"Olivier Ferret",1,30,0,"https://www.semanticscholar.org/paper/d5c2119aec38b8e8e154ec2bf0106dfac1ecc80f"
"abb47fb115a420fc363ed3acbd8abb1a37f0dcd5",1,"DeepREF: A Framework for Optimized Deep Learning-based Relation Classification","A new open and optimizable framework, called DeepREF, is proposed, which is inspired by the OpenNRE and REflex existing frameworks, and allows the employment of various deep learning models, to optimize their use, to identify the best inputs and to get better results with each data set for RE.","LREC",2022,"Igor Nascimento,Rinaldo Lima,Adrian-Gabriel Chifu,B. Espinasse,S. Fournier",0,34,0,"https://www.semanticscholar.org/paper/abb47fb115a420fc363ed3acbd8abb1a37f0dcd5"
"82004b8e8488d2ebb413427ef4221b7e0d6e9f1e",1,"BERTSeg: BERT Based Unsupervised Subword Segmentation for Neural Machine Translation","BERTSeg, an unsupervised neural subword segmenter for neural machine translation, is presented, which utilizes the contextualized semantic embeddings of words from characterBERT and maximizes the generation probability of sub word segmentations.","AACL",2022,"Haiyue Song,Raj Dabre,Zhuoyuan Mao,Chenhui Chu,S. Kurohashi",0,29,0,"https://www.semanticscholar.org/paper/82004b8e8488d2ebb413427ef4221b7e0d6e9f1e"
"edc17c862b074fb986f9b9a144f10decb843f5fa",1,"Décontextualiser des plongements contextuels pour construire des thésaurus distributionnels (Decontextualizing contextual embeddings for building distributional thesauri )","","JEPTALNRECITAL",2022,"Olivier Ferret",0,25,0,"https://www.semanticscholar.org/paper/edc17c862b074fb986f9b9a144f10decb843f5fa"
"420c897bc67e6f438db522d919d925df1a10aa8c",1,"AMMU - A Survey of Transformer-based Biomedical Pretrained Language Models","This survey discusses core concepts of transformer-based PLMs like pretraining methods, pretraining tasks, fine-tuning methods, and various embedding types specific to biomedical domain, and introduces a taxonomy for transformerbased BPLMs.","Journal of Biomedical Informatics",2021,"Katikapalli Subramanyam Kalyan,A. Rajasekharan,S. Sangeetha",17,227,0,"https://www.semanticscholar.org/paper/420c897bc67e6f438db522d919d925df1a10aa8c"
"aeeb168feb05da1b3d31c0389e7a9196bc8970f6",1,"DravidianCodeMix: sentiment analysis and offensive language identification dataset for Dravidian languages in code-mixed text","A multilingual, manually annotated dataset for three under-resourced Dravidian languages generated from social media comments, which contains all types of code-mixing phenomena since it comprises user-generated content from a multilingual country.","Language Resources and Evaluation",2021,"Bharathi Raja Chakravarthi,R. Priyadharshini,V. Muralidaran,Navya Jose,Shardul Suryawanshi,E. Sherly,John P. McCrae",31,91,0,"https://www.semanticscholar.org/paper/aeeb168feb05da1b3d31c0389e7a9196bc8970f6"
"ec72909b75b2389efd588aa38d9c664e654d90d3",1,"Automatic Classification of Cancer Pathology Reports: A Systematic Review","This systematic review identifies the NLP systems for classifying pathology reports published between the years of 2010 and 2021 and benchmarked the systems based on methodology, complexity of the prediction task and core types of NLP models.","Journal of pathology informatics",2022,"Thiago Santos,Amara Tariq,J. Gichoya,H. Trivedi,I. Banerjee",3,66,0,"https://www.semanticscholar.org/paper/ec72909b75b2389efd588aa38d9c664e654d90d3"
"e923c415140a095711857420976b41e7a07cfe9c",1,"Towards improving the robustness of sequential labeling models against typographical adversarial examples using triplet loss","Experiments show that the proposed adversarial training framework provides better resistance against adversarial examples on all tasks, and can further improve the model’s robustness on the chunking task by including a triplet loss constraint.","Natural Language Engineering",2022,"Can Udomcharoenchaikit,P. Boonkwan,P. Vateekul",0,11,0,"https://www.semanticscholar.org/paper/e923c415140a095711857420976b41e7a07cfe9c"
"1b012686cf42baed47c11f0454b20a4d820a1db1",1,"The EMory BrEast imaging Dataset (EMBED): A Racially Diverse, Granular Dataset of 3.5M Screening and Diagnostic Mammograms","The EMory BrEast imaging Dataset (EMBED) addresses gaps by providing 3650,000 2D and DBT screening and diagnostic mammograms for 116,000 women divided equally between White and African American patients.","ArXiv",2022,"J. Jeong,B. Vey,A. Bhimireddy,Thomas Kim,Thiago Santos,R. Correa,Raman Dutt,M. Mosunjac,G. Oprea-Ilies,Geoffrey Smith,Min-Jae Woo,Christopher R. McAdams,M. Newell,I. Banerjee,J. Gichoya,H. Trivedi",1,37,0,"https://www.semanticscholar.org/paper/1b012686cf42baed47c11f0454b20a4d820a1db1"
"7746ac2e1e84c2f1d82a4593e2cdfdd4c93a04d8",1,"An open-source natural language processing toolkit to support software development: addressing automatic bug detection, code summarisation and code search","The paper focuses on the NLP tools developed and integrated in the Persistent Knowledge Monitor, namely the deep learning models developed to perform variable misuse, code summarisation and semantic parsing.","Open Research Europe",2022,"Cristian Robledo,Francesca Sallicati,G. de Chalendar,Marcos Fernández,Pablo de Castro,Eduardo Martín,Javier Gutiérrez,Yannis Bouachera",0,49,0,"https://www.semanticscholar.org/paper/7746ac2e1e84c2f1d82a4593e2cdfdd4c93a04d8"
"e4645f7d08b5bc878bd38c3db19c3b1a9978bd43",1,"Imputing Out-of-Vocabulary Embeddings with LOVE Makes LanguageModels Robust with Little Cost","A simple contrastive learning framework, LOVE, which extends the word representation of an existing pre-trained language model and makes it robust to OOV with few additional parameters, and can be used in a plug-and-play fashion with FastText and BERT, where it significantly improves their robustness.","ACL",2022,"Lihu Chen,G. Varoquaux,Fabian M. Suchanek",0,67,0,"https://www.semanticscholar.org/paper/e4645f7d08b5bc878bd38c3db19c3b1a9978bd43"
"16f0acab166e8ac756927fc8f2e8f68be641605b",1,"Signal in Noise: Exploring Meaning Encoded in Random Character Sequences with Character-Aware Language Models","It is proposed that n-grams composed of random character sequences, or garble, provide a novel context for studying word meaning both within and beyond extant language, and it is shown that meaning and primitive information are intrinsically linked.","ACL",2022,"Mark Chu,Bhargav Srinivasa Desikan,E. Nadler,Ruggerio L. Sardo,Elise Darragh-Ford,Douglas Guilbeault",0,58,0,"https://www.semanticscholar.org/paper/16f0acab166e8ac756927fc8f2e8f68be641605b"
"e68d1aa5e78226bb868a43842a87a5532b813b0b",1,"CancerBERT: a cancer domain-specific language model for extracting breast cancer phenotypes from electronic health records","The results validated that using customized vocabulary may further improve the performances of domain specific BERT models in clinical NLP tasks and developed and evaluated CancerBERT models to extract the cancer phenotypes in clinical notes and pathology reports.","J. Am. Medical Informatics Assoc.",2022,"Sicheng Zhou,Nan Wang,Liwei Wang,Hongfang Liu,Rui Zhang",0,33,0,"https://www.semanticscholar.org/paper/e68d1aa5e78226bb868a43842a87a5532b813b0b"
"b3b1659c992cbbd233038522ddd170887c033fe7",1,"Mixed-Phoneme BERT: Improving BERT with Mixed Phoneme and Sup-Phoneme Representations for Text to Speech","The proposed Mixed-Phoneme BERT is a novel variant of the BERT model that uses mixed phoneme and sup-phoneme representations to enhance the learning capability and achieves 3 × inference speedup and similar voice quality to the previous TTS pre-trained model PnG BERT.","Interspeech",2022,"Guangyan Zhang,Kaitao Song,Xu Tan,Daxin Tan,Yuzi Yan,Yanqing Liu,G. Wang,Wei Zhou,Tao Qin,Tan Lee,Sheng Zhao",3,30,1,"https://www.semanticscholar.org/paper/b3b1659c992cbbd233038522ddd170887c033fe7"
"bff16ea31d5bc6b25b6e48327a2d7026e92a788d",1,"CharacterBERT and Self-Teaching for Improving the Robustness of Dense Retrievers on Queries with Typos","This paper shows that a small character level perturbation in queries (as caused by typos) highly impacts the effectiveness of dense retrievers, and develops dense retriever methods that are robust to such queries with typos, while still being as performant as previous methods on queries without typos.","Annual International ACM SIGIR Conference on Research and Development in Information Retrieval",2022,"Shengyao Zhuang,G. Zuccon",6,47,1,"https://www.semanticscholar.org/paper/bff16ea31d5bc6b25b6e48327a2d7026e92a788d"
"6058ce3819d72c3e429bea58d78d80c719cb4bdb",1,"Data Augmentation for Biomedical Factoid Question Answering","It is shown that DA can lead to very significant performance gains, even when using large pre-trained Transformers, contributing to a broader discussion of if/when DA benefits large pre -trained models.","BIONLP",2022,"Dimitris Pappas,Prodromos Malakasiotis,Ion Androutsopoulos",0,87,0,"https://www.semanticscholar.org/paper/6058ce3819d72c3e429bea58d78d80c719cb4bdb"
"9727fa4acdc5312ff86745875ef3db8578f153ac",1,"Decorate the Examples: A Simple Method of Prompt Design for Biomedical Relation Extraction","This paper presents a simple yet effective method to systematically generate comprehensive prompts that reformulate the relation extraction task as a cloze-test task under a simple prompt formulation, and finds prompt-based learning requires fewer training examples to make reasonable predictions.","International Conference on Language Resources and Evaluation",2022,"Hui-Syuan Yeh,T. Lavergne,Pierre Zweigenbaum",1,37,0,"https://www.semanticscholar.org/paper/9727fa4acdc5312ff86745875ef3db8578f153ac"
"91141410b0bd141bc3b1ac0c190c3867181d699c",1,"Multi-task learning in under-resourced Dravidian languages","Analysis of fine-tuned models indicates the preference of multi-task learning over single task learning resulting in a higher weighted F1 score on all three languages, and this framework is applicable to other sequence classification problems irrespective to the size of the datasets.","Journal of Data, Information and Management",2022,"Adeep Hande,Siddhanth U Hegde,Bharathi Raja Chakravarthi",2,27,0,"https://www.semanticscholar.org/paper/91141410b0bd141bc3b1ac0c190c3867181d699c"
"f1d8dbe4e217d2221c5276f1e0c616ba5f82d1d3",1,"A review on Natural Language Processing Models for COVID-19 research","A range of transformer-based biomedical pretrained language models are evaluated using the BLURB benchmark and the novel T-BPLM BioLinkBERT gives groundbreaking results by incorporating document link knowledge and hyperlinking into its pretraining.","Healthcare Analytics",2022,"Karl Hall,Victor Chang,Chrisina Jayne",1,104,0,"https://www.semanticscholar.org/paper/f1d8dbe4e217d2221c5276f1e0c616ba5f82d1d3"
"305062aa036ffeafdd6300303898dff8ed59a7dc",1,"Cross-lingual Approaches for the Detection of Adverse Drug Reactions in German from a Patient’s Perspective","This work presents the first corpus for German Adverse Drug Reaction (ADR) detection in patient-generated content, consisting of 4,169 binary annotated documents from a German patient forum, and provides preliminary experiments for binary classification using different methods of zero- and few-shot learning based on a multi-lingual model.","LREC",2022,"Lisa Raithel,Philippe E. Thomas,Roland Roller,Oliver Sapina,Sebastian Moller,Pierre Zweigenbaum",0,44,0,"https://www.semanticscholar.org/paper/305062aa036ffeafdd6300303898dff8ed59a7dc"
"c75b1fb2348c0f54259319b3595ececaf1d98430",1,"Medical terminology-based computing system: a lightweight post-processing solution for out-of-vocabulary multi-word terms","This study presents MedTCS—a lightweight, post-processing module—to simplify hybridized or compound terms into regular words using medical nomenclature and demonstrates that the proposed module enables the word embedding models to generate vectors of out-of-vocabulary words effectively.","Frontiers in Molecular Biosciences",2022,"Nadia Saeed ,Hammad Naveed",0,55,0,"https://www.semanticscholar.org/paper/c75b1fb2348c0f54259319b3595ececaf1d98430"
"7c206d541552a57b4c0cfe5b5113d3cc8e31df01",1,"IMSE: interaction information attention and molecular structure based drug drug interaction extraction","A model that leverages state of the art transformer architecture in conjunction with multiple features can bolster the performances of drug drug interation tasks in the biomedical domain and would be helpful in identification of potential adverse drug reactions.","BMC Bioinform.",2022,"Biao Duan,Jing Peng,Yi Zhang",0,46,0,"https://www.semanticscholar.org/paper/7c206d541552a57b4c0cfe5b5113d3cc8e31df01"
"8f541cf5b193654d262dbdaea2b8a0d7d913e8dc",1,"Survey of NLP in Pharmacology: Methodology, Tasks, Resources, Knowledge, and Tools","This work splits the coverage into categories to survey modern NLP methodology, commonly addressed tasks, relevant textual data, knowledge bases, and useful programming libraries, and presents a comprehensive overview of the area.","ArXiv",2022,"D. Trajanov,Vangel Trajkovski,Makedonka Dimitrieva,Jovana Dobreva,Milos Jovanovik,Matej Klemen,Alevs vZagar,Marko Robnik-vSikonja",0,245,0,"https://www.semanticscholar.org/paper/8f541cf5b193654d262dbdaea2b8a0d7d913e8dc"
"8297a3b52eea4e8c3ab8e97910839b4a3b917891",1,"On the State of the Art in Authorship Attribution and Authorship Verification","It is shown that through the application of hard-negative mining, AV methods are competitive alternatives to AA methods, and on the two AA datasets with the greatest number of words per author, BERT-based models perform best.","ArXiv",2022,"Jacob Tyo,Bhuwan Dhingra,Z. Lipton",2,71,1,"https://www.semanticscholar.org/paper/8297a3b52eea4e8c3ab8e97910839b4a3b917891"
"b82f58985bfb939750aa5756ede69feaf453d86f",1,"Enriching Biomedical Knowledge for Vietnamese Low-resource Language Through Large-Scale Translation","A state-of-the-art translation model in English-Vietnamese is used to translate and produce both pretrained and supervised data in the biomedical domains, and ViPubmedT5, a pretrained Encoder-Decoder Transformer model trained on 20 million translated abstracts from the high-quality public PubMed corpus is introduced.","ArXiv",2022,"Long Phan,Tai Dang,Hieu Tran,Vy Phan,Lam D. Chau,Trieu H. Trinh",0,53,0,"https://www.semanticscholar.org/paper/b82f58985bfb939750aa5756ede69feaf453d86f"
"1e2a5dca6f310241dd8a9b56873edf8ca211c781",1,"Enriching Biomedical Knowledge for Low-resource Language Through Translation","A state-of-theart translation model in English-Vietnamese is made use to translate and produce both pretrained as well as supervised data in the biomedical domains, and ViPubmedT5, a pretrained Encoder-Decoder Transformer model trained on 20 million translated abstracts from the high-quality public PubMed corpus is introduced.","bioRxiv",2022,"Long Phan,Tai Dang,Hieu Tran,Vy Phan,Lam D. Chau,Trieu H. Trinh",0,51,0,"https://www.semanticscholar.org/paper/1e2a5dca6f310241dd8a9b56873edf8ca211c781"
"04a13f0223e3c8b2a6b0b863e689a8cdf9befadb",1,"BERT Meets CTC: New Formulation of End-to-End Speech Recognition with Pre-trained Masked Language Model","A novel formulation of end-to-end speech recognition that adapts BERT for connectionist temporal classiﬁcation (CTC), which relaxes the conditional independence used in conventional CTC and incorpo-rates linguistic knowledge through the explicit output dependency obtained by BERT contextual embedding.","ArXiv",2022,"Yosuke Higuchi,Brian Yan,Siddhant Arora,Tetsuji Ogawa,Tetsunori Kobayashi,Shinji Watanabe",1,80,0,"https://www.semanticscholar.org/paper/04a13f0223e3c8b2a6b0b863e689a8cdf9befadb"
"5d239bb9d64ba63ff1390342706300f67ea7e8f2",1,"ConBERT: A Concatenation of Bidirectional Transformers for Standardization of Operative Reports from Electronic Medical Records","A concatenation of bidirectional encoder representations from transformers (ConBERT) model for predicting the International Classification of Disease-9 code using the operative report and diagnosis recorded in free text to standardize the operativeReport automatically is proposed.","Applied Sciences",2022,"Sangjee Park,J. Bong,Inseo Park,Hwamin Lee,Jiyoun Choi,Pyoungjae Park,Yoon Kim,Hyun-Soo Choi,Sanghee L. Kang",0,14,0,"https://www.semanticscholar.org/paper/5d239bb9d64ba63ff1390342706300f67ea7e8f2"
"247328a082d86199ed5a98e1d726aa205c1da9df",1,"Neural Machine Translation","A comprehensive treatment of the topic, ranging from introduction to neural networks, computation graphs, description of the currently dominant attentional sequence-to-sequence model, recent refinements, alternative architectures and challenges.","ArXiv",2017,"Philipp Koehn",244,425,32,"https://www.semanticscholar.org/paper/247328a082d86199ed5a98e1d726aa205c1da9df"
"0ab0fda8774c303be8f8f8c8f684a890dcf5d455",1,"Lattice-Based Transformer Encoder for Neural Machine Translation","This work proposes lattice-based encoders to explore effective word or subword representation in an automatic way during training and proposes two methods: 1) lattice positional encoding and 2) lattICE-aware self-attention to further improve translation performance.","Annual Meeting of the Association for Computational Linguistics",2019,"Fengshun Xiao,Jiangtong Li,Zhao Hai,Rui Wang,Kehai Chen",37,49,5,"https://www.semanticscholar.org/paper/0ab0fda8774c303be8f8f8c8f684a890dcf5d455"
"0aef56962035a79101821480f51897fdc4443945",1,"Character n-gram Embeddings to Improve RNN Language Models","A novel Recurrent Neural Network (RNN) language model that takes advantage of character information based on research in the field of word embedding construction and combines them with ordinary word embeddings is proposed.","AAAI",2019,"Sho Takase,Jun Suzuki,Masaaki Nagata",16,46,1,"https://www.semanticscholar.org/paper/0aef56962035a79101821480f51897fdc4443945"
"9f3f6deeb1f03ebd52f9ab44275ad382fe60d073",1,"Latent Part-of-Speech Sequences for Neural Machine Translation","A new latent variable model, LaSyn, is introduced that captures the co-dependence between syntax and semantics, while allowing for effective and efficient inference over the latent space.","Conference on Empirical Methods in Natural Language Processing",2019,"Xuewen Yang,Yingru Liu,Dongliang Xie,Xin Wang,Niranjan Balasubramanian",10,48,2,"https://www.semanticscholar.org/paper/9f3f6deeb1f03ebd52f9ab44275ad382fe60d073"
"fac7f9b04fba4889b445e309d384644d15ee7e88",1,"Trends and Advances in Neural Machine Translation","This paper breaks down different models, approaches, inception, principle development, and structures utilized in NMT to discover a productive strategy to make a translation system and identifying the advances and imperfections of the equivalent.","2020 IEEE International Conference for Innovation in Technology (INOCON)",2020,"Purva Kulkarni,Pravina Bhalerao,Kuheli Nayek,R. Deolekar",0,24,0,"https://www.semanticscholar.org/paper/fac7f9b04fba4889b445e309d384644d15ee7e88"
"ca83469977ab49baae02ef1e12f419120927ecdc",1,"Mixed-Level Neural Machine Translation","A novel heterogeneous translation unit system, considering linguistic characteristics of the synthetic Russian language and the analytic Vietnamese language is proposed, which improves over the existing best homogeneous Russian-Vietnamese translation system by 1.17 BLEU.","Computational Intelligence and Neuroscience",2020,"Thien Nguyen,Huu Nguyen,Phuoc Tran",7,25,0,"https://www.semanticscholar.org/paper/ca83469977ab49baae02ef1e12f419120927ecdc"
"188f913be48a218b44b0bd964662b4926fd0b0b8",1,"Neural Machine Translation: A Review of Methods, Resources, and Tools","A broad review of the methods for NMT is provided and focus on methods relating to architectures, decoding, and data augmentation, with a discussion of possible future research directions.","AI Open",2020,"Zhixing Tan,Shuo Wang,Zonghan Yang,Gang Chen,Xuancheng Huang,Maosong Sun,Yang Liu",28,169,0,"https://www.semanticscholar.org/paper/188f913be48a218b44b0bd964662b4926fd0b0b8"
"bfbfeb0613beae296d76077b2adc9e38a6b678a4",1,"Sub-Subword N-Gram Features for Subword-Level Neural Machine Translation","A novel approach that combines subword-level segmentation with character-level information in the form of character n-gram features to construct embedding matrices and softmax output projections for a standard encoderdecoder model that increases the vocabulary size for small training datasets without reducing translation quality.","Journal of Natural Language Processing",2021,"A. Martinez,Katsuhito Sudoh,Yuji Matsumoto",1,36,0,"https://www.semanticscholar.org/paper/bfbfeb0613beae296d76077b2adc9e38a6b678a4"
"c68959f4da94fd35da5e8649465177b24d0dd351",1,"Byte-based Multilingual NMT for Endangered Languages","This work proposes a byte-based multilingual neural machine translation system (BMNMT), which consistently and significantly outperforms subword/word-based baselines on twelve language pairs up to +18.5 BLEU points, an 840% relative improvement.","International Conference on Computational Linguistics",2022,"Mengjiao Zhang,Jia Xu",0,24,0,"https://www.semanticscholar.org/paper/c68959f4da94fd35da5e8649465177b24d0dd351"
"2e6028f8b156c8b344e1a68d15d88403a978c71d",1,"Learning Multiscale Transformer Models for Sequence Generation","This work built a multiscale Transformer model by establishing relationships among scales based on word-boundary information and phrase-level prior knowledge and yielded consistent performance gains over the strong baseline on several test sets without sacrificing the efficiency.","International Conference on Machine Learning",2022,"Bei Li,Tong Zheng,Yi Jing,Chengbo Jiao,Tong Xiao,Jingbo Zhu",1,58,1,"https://www.semanticscholar.org/paper/2e6028f8b156c8b344e1a68d15d88403a978c71d"
